TOW	Sat1	Sat2	Sat3	Sat4	Sat5	Sat6	Sat7	Sat8	Sat9	Sat10	Sat11	Sat12	Sat13	Sat14	Sat15	Sat16	Sat17	Sat18	Sat19	Sat20	Sat21	Sat22	Sat23	Sat24	Sat25	Sat26	Sat27	Sat28	Sat29	Sat30	Sat31	Sat32
131441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131449	0	13.2556	0	0	0	0	0	0	0	0	0	15.8581	0	0	0	0	0	0	0	0	-9.9891	0	0	0	-0.0422885	0	0	0	0	0	0	-19.0823
131450	0	13.3297	0	0	0	0	0	0	0	0	0	15.9819	0	0	0	0	0	0	0	0	-10.6734	0	0	0	0.218295	0	0	0	0	0	0	-18.8564
131451	0	13.0869	0	0	0	0	0	0	0	0	0	15.5083	0	0	0	0	0	0	0	0	-9.97093	0	0	0	0.308121	0	0	0	0	0	0	-18.9324
131452	0	13.4714	0	0	0	0	0	0	0	0	0	15.2592	0	0	0	0	0	0	0	0	-10.1135	0	0	0	0.49069	0	0	0	0	0	0	-19.1079
131453	0	13.9021	0	0	0	0	0	0	0	0	0	15.3516	0	0	0	0	0	0	0	0	-11.5774	0	0	0	1.09232	0	0	0	0	0	0	-18.7686
131454	0	14.1171	0	0	0	0	0	0	0	0	0	15.5411	0	0	0	0	0	0	0	0	-13.1848	0	0	0	1.72912	0	0	0	0	0	0	-18.2025
131455	0	14.5179	0	0	0	0	0	0	0	0	0	15.313	0	0	0	0	0	0	0	0	-14.0458	0	0	0	2.02591	0	0	0	0	0	0	-17.811
131456	0	13.7782	0	0	0	0	0	0	0	0	0	14.3967	0	0	0	0	0	0	0	0	-11.0105	0	0	0	1.41556	0	0	0	0	0	0	-18.5801
131457	0	14.6517	0	0	0	0	0	0	0	0	0	14.8393	0	0	0	0	0	0	0	0	-14.0726	0	0	0	2.45104	0	0	0	0	0	0	-17.8694
131458	0	14.5277	0	0	0	0	0	0	0	0	0	14.4925	0	0	0	0	0	0	0	0	-12.7899	0	0	0	1.95467	0	0	0	0	0	0	-18.185
131459	0	13.6663	0	0	0	0	0	0	0	0	0	13.5727	0	0	0	0	0	0	0	0	-9.69444	0	0	0	1.40797	0	0	0	0	0	0	-18.9526
131460	0	14.2907	0	0	0	0	0	0	0	0	0	14.1374	0	0	0	0	0	0	0	0	-11.9076	0	0	0	1.9871	0	0	0	0	0	0	-18.5076
131461	0	14.4935	0	0	0	0	0	0	0	0	0	13.8953	0	0	0	0	0	0	0	0	-12.0706	0	0	0	2.07267	0	0	0	0	0	0	-18.3909
131462	0	15.3776	0	0	0	0	0	0	0	0	0	14.7607	0	0	0	0	0	0	0	0	-15.2841	0	0	0	2.79372	0	0	0	0	0	0	-17.6478
131463	0	15.5608	0	0	0	0	0	0	0	0	0	14.9327	0	0	0	0	0	0	0	0	-15.7495	0	0	0	2.6635	0	0	0	0	0	0	-17.4076
131464	0	15.7989	0	0	0	0	0	0	0	0	0	15.0012	0	0	0	0	0	0	0	0	-16.3755	0	0	0	2.81277	0	0	0	0	0	0	-17.2373
131465	0	14.9191	0	0	0	0	0	0	0	0	0	14.0727	0	0	0	0	0	0	0	0	-12.5939	0	0	0	1.77225	0	0	0	0	0	0	-18.1702
131466	0	15.1254	0	0	0	0	0	0	0	0	0	14.0894	0	0	0	0	0	0	0	0	-13.3598	0	0	0	1.97274	0	0	0	0	0	0	-17.8277
131467	0	15.0025	0	0	0	0	0	0	0	0	0	14.2993	0	0	0	0	0	0	0	0	-13.8676	0	0	0	2.28697	0	0	0	0	0	0	-17.7211
131468	0	14.917	0	0	0	0	0	0	0	0	0	13.8471	0	0	0	0	0	0	0	0	-12.9481	0	0	0	2.13907	0	0	0	0	0	0	-17.955
131469	0	14.6401	0	0	0	0	0	0	0	0	0	13.2548	0	0	0	0	0	0	0	0	-11.589	0	0	0	1.92867	0	0	0	0	0	0	-18.2346
131470	0	14.7182	0	0	0	0	0	0	0	0	0	13.7142	0	0	0	0	0	0	0	0	-12.7165	0	0	0	2.16706	0	0	0	0	0	0	-17.8829
131471	0	14.3606	0	0	0	0	0	0	0	0	0	13.4749	0	0	0	0	0	0	0	0	-12.017	0	0	0	2.0114	0	0	0	0	0	0	-17.8299
131472	0	14.3771	0	0	0	0	0	0	0	0	0	13.4253	0	0	0	0	0	0	0	0	-12.3279	0	0	0	2.40226	0	0	0	0	0	0	-17.8767
131473	0	17.1024	0	0	0	0	0	0	0	0	0	15.8564	0	-12.5199	0	0	0	0	0	0	-10.3024	0	0	0	5.00251	0	0	0	0	0	0	-15.139
131474	0	17.8291	0	0	0	0	0	0	0	0	0	16.2441	0	-12.0514	0	0	0	0	0	0	-12.6806	0	0	0	5.5324	0	0	0	0	0	0	-14.8737
131475	0	17.9037	0	0	0	0	0	0	0	0	0	16.1093	0	-11.8613	0	0	0	0	0	0	-13.2649	0	0	0	5.90544	0	0	0	0	0	0	-14.7922
131476	0	17.4948	0	0	0	0	0	0	0	0	0	15.4724	0	-12.1127	0	0	0	0	0	0	-11.1801	0	0	0	5.44398	0	0	0	0	0	0	-15.1184
131477	0	17.3659	0	0	0	0	0	0	0	0	0	15.5505	0	-12.2252	0	0	0	0	0	0	-11.2117	0	0	0	5.55712	0	0	0	0	0	0	-15.0366
131478	0	17.2784	0	0	0	0	0	0	0	0	0	15.7299	0	-12.0447	0	0	0	0	0	0	-11.9754	0	0	0	5.93659	0	0	0	0	0	0	-14.9249
131479	0	16.5706	0	0	0	0	0	0	0	0	0	15.1134	0	-12.2941	0	0	0	0	0	0	-11.4019	0	0	0	5.60652	0	0	0	0	0	1.53627	-15.1309
131480	0	16.872	0	0	0	0	0	0	0	0	0	15.374	0	-11.8761	0	0	0	0	0	0	-11.5961	0	0	0	6.31853	0	0	0	0	0	-0.334228	-14.7581
131481	0	16.7985	0	0	0	0	0	0	0	0	0	15.2674	0	-11.8607	0	0	0	0	0	0	-10.6874	0	0	0	6.46182	0	0	0	0	0	-1.15561	-14.824
131482	0	16.2593	0	0	0	0	0	0	0	0	0	14.5193	0	-10.1662	0	0	0	0	0	0	-9.02867	0	0	0	6.2508	0	0	0	0	0	-2.62425	-15.2102
131483	0	16.4521	0	0	0	0	0	0	0	0	0	14.6852	0	-10.1058	0	0	0	0	0	0	-12.1839	0	0	0	6.58664	0	0	0	0	0	-0.47981	-14.9545
131484	0	15.8313	0	0	0	0	0	0	0	0	0	13.9667	0	-8.39125	0	0	0	0	0	0	-11.6211	0	0	0	6.1157	0	0	0	0	0	-0.141798	-15.7595
131485	0	15.6122	0	0	0	0	0	0	0	0	0	14.0065	0	-6.41617	0	0	0	0	0	0	-14.92	0	0	0	6.411	0	0	0	0	0	0.922572	-15.616
131486	0	15.5579	0	0	0	0	0	0	0	0	0	13.9047	0	-10.6122	0	0	0	0	0	0	-9.92774	0	0	0	6.38939	0	0	0	0	0	0.365019	-15.677
131487	0	15.9527	0	0	0	0	0	0	0	0	0	13.9628	0	-8.77671	0	0	0	0	0	0	-11.6552	0	0	0	6.80621	0	0	0	0	0	-0.753723	-15.5362
131488	0	15.7658	0	0	0	0	0	0	0	0	0	13.6649	0	-6.67821	0	0	0	0	0	0	-14.5718	0	0	0	6.64811	0	0	0	0	0	0.714877	-15.5437
131489	0	14.5595	0	0	0	0	0	0	0	0	0	12.6433	0	-5.19047	0	0	0	0	0	0	-10.931	0	0	0	5.51248	0	0	0	0	0	-0.238616	-16.3553
131490	0	14.4492	0	0	0	0	0	0	0	0	0	12.4112	0	0.305796	0	0	0	0	0	0	-15.0643	0	0	0	5.55817	0	0	0	0	0	-1.32448	-16.3356
131491	0	13.3271	0	0	0	0	0	0	0	0	0	11.1836	0	1.01942	0	0	0	0	0	0	-8.85464	0	0	0	4.3459	0	0	0	0	0	-3.44635	-17.575
131492	0	13.3408	0	0	0	0	0	0	0	0	0	10.8638	0	0.319518	0	0	0	0	0	0	-7.29925	0	0	0	4.10181	0	0	0	0	0	-3.35725	-17.9694
131493	0	14.0103	0	0	0	0	0	0	0	0	0	11.7661	0	2.55991	0	0	0	0	0	0	-10.59	0	0	0	4.77356	0	0	0	0	0	-5.3499	-17.17
131494	0	13.946	0	0	0	0	0	0	0	0	0	12.0206	0	2.38087	0	0	0	0	0	0	-10.0131	0	0	0	4.66598	0	0	0	0	0	-6.03272	-16.9677
131495	0	13.9269	0	0	0	0	0	0	0	0	0	11.5514	0	3.79843	0	0	0	0	0	0	-7.68605	0	0	0	4.90712	0	0	0	0	0	-9.70467	-16.7931
131496	0	13.5091	0	0	0	0	0	0	0	0	0	11.398	0	3.28016	0	0	0	0	0	0	-4.60239	0	0	0	4.65188	0	0	0	0	0	-11.4348	-16.8019
131497	0	14.0177	0	0	0	0	0	0	0	0	0	12.0565	0	0.00463153	0	0	0	0	0	0	-3.2674	0	0	0	5.30377	0	0	0	0	0	-12.062	-16.0532
131498	0	14.5751	0	0	0	0	0	0	0	0	0	12.6232	0	0.0918741	0	0	0	0	0	0	-2.62159	0	0	0	5.70608	0	0	0	0	0	-15.0201	-15.3545
131499	0	14.7663	0	0	0	0	0	0	0	0	0	12.9623	0	1.96637	0	0	0	0	0	0	-4.55453	0	0	0	5.93236	0	0	0	0	0	-15.9168	-15.156
131500	0	15.536	0	0	0	0	0	0	0	0	0	14.2628	0	1.18079	0	0	0	0	0	0	-5.10253	0	0	0	6.62204	0	0	0	0	0	-18.0649	-14.4342
131501	0	15.8461	0	0	0	0	0	0	0	0	0	14.7274	0	-0.554749	0	0	0	0	0	0	-5.13808	0	0	0	7.16436	0	0	0	0	0	-18.1926	-13.8524
131502	0	16.1302	0	0	0	0	0	0	0	0	0	14.973	0	-0.860806	0	0	0	0	0	0	-5.72809	0	0	0	7.60919	0	0	0	0	0	-18.7804	-13.3432
131503	0	16.1539	0	0	0	0	0	0	0	0	0	15.35	0	-2.42348	0	0	0	0	0	0	-4.08801	0	0	0	7.62623	0	0	0	0	0	-19.251	-13.3678
131504	0	15.8975	0	0	0	0	0	0	0	0	0	15.6116	0	-3.70093	0	0	0	0	0	0	-1.65995	0	0	0	7.24787	0	0	0	0	0	-19.7378	-13.6582
131505	0	15.3121	0	0	0	0	0	0	0	0	0	15.1855	0	-2.57795	0	0	0	0	0	0	-2.54093	0	0	0	7.21077	0	0	0	0	0	-18.5706	-14.0189
131506	0	14.9438	0	0	0	0	0	0	0	0	0	15.0191	0	-1.22214	0	0	0	0	0	0	-2.54663	0	0	0	7.04004	0	0	0	0	0	-18.519	-14.7152
131507	0	14.5021	0	0	0	0	0	0	0	0	0	15.0314	0	-1.82598	0	0	0	0	0	0	-2.66546	0	0	0	6.82917	0	0	0	0	0	-16.6974	-15.1739
131508	0	14.3048	0	0	0	0	0	0	0	0	0	15.1302	0	-3.12935	0	0	0	0	0	0	-3.90577	0	0	0	6.6517	0	0	0	0	0	-13.7302	-15.3214
131509	0	13.4858	0	0	0	0	0	0	0	0	0	14.6411	0	-1.77558	0	0	0	0	0	0	-4.78676	0	0	0	6.19103	0	0	0	0	0	-11.9671	-15.7884
131510	0	13.1094	0	0	0	0	0	0	0	0	0	14.4977	0	-2.99102	0	0	0	0	0	0	-4.75874	0	0	0	6.38949	0	0	0	0	0	-10.2301	-16.0167
131511	0	13.299	0	0	0	0	0	0	0	0	0	14.7361	0	-6.16369	0	0	0	0	0	0	-3.71572	0	0	0	6.74225	0	0	0	0	0	-8.88443	-16.0135
131512	0	13.4837	0	0	0	0	0	0	0	0	0	15.056	0	-6.86498	0	0	0	0	0	0	-4.80247	0	0	0	7.4201	0	0	0	0	0	-8.1606	-16.1318
131513	0	13.5788	0	0	0	0	0	0	0	0	0	15.3552	0	-6.32265	0	0	0	0	0	0	-6.2191	0	0	0	7.66643	0	0	0	0	0	-8.0736	-15.9851
131514	0	12.8638	0	0	0	0	0	0	0	0	0	14.6863	0	-3.85241	0	0	0	0	0	0	-5.66715	0	0	0	7.29305	0	0	0	0	0	-8.5673	-16.7563
131515	0	12.4805	0	0	0	0	0	0	0	0	0	14.6448	0	-6.74101	0	0	0	0	0	0	-5.73047	0	0	0	7.86049	0	0	0	0	0	-5.95224	-16.5621
131516	0	13.072	0	0	0	0	0	0	0	0	0	14.9664	0	-9.67733	0	0	0	0	0	0	-3.39265	0	0	0	8.73807	0	0	0	0	0	-7.65593	-16.0506
131517	0	13.5115	0	0	0	0	0	0	0	0	0	15.2923	0	-12.2613	0	0	0	0	0	0	-3.64568	0	0	0	8.9386	0	0	0	0	0	-6.48142	-15.354
131518	0	14.0321	0	0	0	0	0	0	0	0	0	15.5151	0	-13.143	0	0	0	0	0	0	-3.97047	0	0	0	9.25358	0	0	0	0	0	-6.58432	-15.1029
131519	0	14.1165	0	0	0	0	0	0	0	0	0	15.5277	0	-12.0284	0	0	0	0	0	0	-3.69765	0	0	0	9.54964	0	0	0	0	0	-8.74364	-14.7242
131520	0	14.2047	0	0	0	0	0	0	0	0	0	15.7351	0	-12.7352	0	0	0	0	0	0	-4.39399	0	0	0	10.2493	0	0	0	0	0	-8.49711	-14.5629
131521	0	14.3341	0	0	0	0	0	0	0	0	0	15.7125	0	-13.8214	0	0	0	0	0	0	-3.4569	0	0	0	10.5437	0	0	0	0	0	-9.02687	-14.2851
131522	0	14.1383	0	0	0	0	0	0	0	0	0	15.3462	0	-14.8507	0	0	0	0	0	0	-2.48304	0	0	0	10.5287	0	0	0	0	0	-8.28252	-14.397
131523	0	14.0745	0	0	0	0	0	0	0	0	0	15.2508	0	-14.5106	0	0	0	0	0	0	-3.5016	0	0	0	10.6881	0	0	0	0	0	-7.95297	-14.0483
131524	0	14.2851	0	0	0	0	0	0	0	0	0	15.3416	0	-17.7283	0	0	0	0	0	0	-3.97107	0	0	0	10.7712	0	0	0	0	0	-4.99064	-13.7078
131525	0	14.4707	0	0	0	0	0	0	0	0	0	15.3805	0	-16.7411	0	0	0	0	0	0	-5.69128	0	0	0	10.8802	0	0	0	0	0	-4.74651	-13.5526
131526	0	14.5653	0	0	0	0	0	0	0	0	0	15.0396	0	-17.6788	0	0	0	0	0	0	-6.35505	0	0	0	10.8532	0	0	0	0	0	-2.77574	-13.6486
131527	0	14.0567	0	0	0	0	0	0	0	0	0	14.3651	0	-16.543	0	0	0	0	0	0	-6.8411	0	0	0	10.3524	0	0	0	0	0	-1.03025	-14.3599
131528	0	14.5589	0	0	0	0	0	0	0	0	0	14.5175	0	-15.0612	0	0	0	0	0	0	-9.47028	0	0	0	10.5556	0	0	0	0	0	-1.09799	-14.0025
131529	0	15.0898	0	0	0	0	0	0	0	0	0	14.8111	0	-15.0533	0	0	0	0	0	0	-10.3387	0	0	0	10.6115	0	0	0	0	0	-1.46576	-13.6546
131530	0	14.889	0	0	0	0	0	0	0	0	0	14.4856	0	-12.5941	0	0	0	0	0	0	-10.5994	0	0	0	10.5277	0	0	0	0	0	-2.99858	-13.7102
131531	0	14.9511	0	0	0	0	0	0	0	0	0	14.9022	0	-13.6867	0	0	0	0	0	0	-9.6414	0	0	0	10.7926	0	0	0	0	0	-3.96886	-13.3491
131532	0	15.7723	0	0	0	0	0	0	0	0	0	15.5798	0	-14.7461	0	0	0	0	0	0	-9.60374	0	0	0	11.0823	0	0	0	0	0	-5.29397	-12.7906
131533	0	15.9603	0	0	0	0	0	0	0	0	0	16.0945	0	-11.9036	0	0	0	0	0	0	-10.1598	0	0	0	11.3481	0	0	0	0	0	-8.5843	-12.7552
131534	0	16.1258	0	0	0	0	0	0	0	0	0	16.2456	0	-12.2002	0	0	0	0	0	0	-9.80878	0	0	0	11.276	0	0	0	0	0	-8.7531	-12.8853
131535	0	15.7415	0	0	0	0	0	0	0	0	0	15.7241	0	-8.25832	0	0	0	0	0	0	-9.39207	0	0	0	10.2688	0	0	0	0	0	-10.6029	-13.4812
131536	0	16.1849	0	0	0	0	0	0	0	0	0	15.8026	0	-9.19687	0	0	0	0	0	0	-9.99278	0	0	0	10.3235	0	0	0	0	0	-10.0778	-13.0435
131537	0	15.7768	0	0	0	0	0	0	0	0	0	15.6309	0	-7.73418	0	0	0	0	0	0	-9.96559	0	0	0	9.86569	0	0	0	0	0	-10.5667	-13.0069
131538	0	16.3732	0	0	0	0	0	0	0	0	0	15.9308	0	-9.26487	0	0	0	0	0	0	-7.13171	0	0	0	9.80908	0	0	0	0	0	-13.0932	-12.6234
131539	0	16.7851	0	0	0	0	0	0	0	0	0	16.4904	0	-9.84769	0	0	0	0	0	0	-9.30255	0	0	0	10.5525	0	0	0	0	0	-12.4506	-12.2272
131540	0	16.9601	0	0	0	0	0	0	0	0	0	16.856	0	-8.67995	0	0	0	0	0	0	-8.15436	0	0	0	10.857	0	0	0	0	0	-15.846	-11.9928
131541	0	17.2633	0	0	0	0	0	0	0	0	0	17.3404	0	-6.89718	0	0	0	0	0	0	-8.53952	0	0	0	11.1053	0	0	0	0	0	-18.2723	-12
131542	0	17.9354	0	0	0	0	0	0	0	0	0	17.9574	0	-9.09252	0	0	0	0	0	0	-7.38178	0	0	0	11.0406	0	0	0	0	0	-19.0616	-11.3975
131543	0	18.1785	0	0	0	0	0	0	0	0	0	18.0924	0	-8.11515	0	0	0	0	0	0	-5.6359	0	0	0	10.9296	0	0	0	0	0	-22.0739	-11.3755
131544	0	18.2296	0	0	0	0	0	0	0	0	0	17.9386	0	-7.1136	0	0	0	0	0	0	-6.04029	0	0	0	10.5205	0	0	0	0	0	-22.0118	-11.523
131545	0	19.1929	0	0	0	0	0	0	0	0	0	18.5481	0	-5.38488	0	0	0	0	0	0	-8.77318	0	0	0	11.0225	0	0	0	0	0	-23.7566	-10.8488
131546	0	19.9292	0	0	0	0	0	0	0	0	0	19.148	0	-6.87774	0	0	0	0	0	0	-7.36549	0	0	0	11.27	0	0	0	0	0	-25.7512	-10.3528
131547	0	20.5133	0	0	0	0	0	0	0	0	0	19.6473	0	-6.3347	0	0	0	0	0	0	-9.34199	0	0	0	11.3903	0	0	0	0	0	-26.0363	-9.83795
131548	0	20.4217	0	0	0	0	0	0	0	0	0	19.1998	0	-6.17263	0	0	0	0	0	0	-7.43465	0	0	0	11.0517	0	0	0	0	0	-27.1596	-9.90631
131549	0	20.1928	0	0	0	0	0	0	0	0	0	18.6842	0	-5.99266	0	0	0	0	0	0	-5.96487	0	0	0	10.2344	0	0	0	0	0	-26.7766	-10.3772
131550	0	20.1855	0	0	0	0	0	0	0	0	0	18.6513	0	-5.49693	0	0	0	0	0	0	-4.63471	0	0	0	10.0476	0	0	0	0	0	-28.2625	-10.4902
131551	0	19.9761	0	0	0	0	0	0	0	0	0	18.5378	0	-7.60461	0	0	0	0	0	0	-4.10353	0	0	0	9.57028	0	0	0	0	0	-25.6195	-10.7566
131552	0	20.1841	0	0	0	0	0	0	0	0	0	18.7625	0	-5.28328	0	0	0	0	0	0	-8.0184	0	0	0	9.32592	0	0	0	0	0	-24.135	-10.8359
131553	0	20.4056	0	0	0	0	0	0	0	0	0	19.0089	0	-5.46319	0	0	0	0	0	0	-9.66346	0	0	0	9.32948	0	0	0	0	0	-23.3665	-10.2508
131554	0	19.3182	0	0	0	0	0	0	0	0	0	18.1201	0	-7.28553	0	0	0	0	0	0	-5.89393	0	0	0	8.18869	0	0	0	0	0	-21.4081	-11.0393
131555	0	18.9808	0	0	0	0	0	0	0	0	0	18.4084	0	-9.3107	0	0	0	0	0	0	-6.67383	0	0	0	8.18952	0	0	0	0	0	-18.5042	-11.09
131556	0	18.804	0	0	0	0	0	0	0	0	0	18.4989	0	-8.21068	0	0	0	0	0	0	-7.6543	0	0	0	7.77393	0	0	0	0	0	-17.8094	-11.4024
131557	0	18.0399	0	0	0	0	0	0	0	0	0	18.141	0	-4.78572	0	0	0	0	0	0	-10.3597	0	0	0	7.28468	0	0	0	0	0	-16.7212	-11.5989
131558	0	17.2531	0	0	0	0	0	0	0	0	0	17.1754	0	-4.96267	0	0	0	0	0	0	-7.60312	0	0	0	6.69312	0	0	0	0	0	-16.2629	-12.2929
131559	0	17.8197	0	0	0	0	0	0	0	0	0	17.5887	0	-4.01503	0	0	0	0	0	0	-8.82747	0	0	0	6.93906	0	0	0	0	0	-17.135	-12.3699
131560	0	17.2866	0	0	0	0	0	0	0	0	0	17.2682	0	-0.495684	0	0	0	0	0	0	-12.0883	0	0	0	6.33732	0	0	0	0	0	-15.3165	-12.9917
131561	0	16.4866	0	0	0	0	0	0	0	0	0	16.6889	0	0.669405	0	0	0	0	0	0	-11.8066	0	0	0	5.86013	0	0	0	0	0	-14.2499	-13.6486
131562	0	16.4142	0	0	0	0	0	0	0	0	0	16.2957	0	-0.833883	0	0	0	0	0	0	-11.6293	0	0	0	5.55984	0	0	0	0	0	-12.0681	-13.7384
131563	0	15.6484	0	0	0	0	0	0	0	0	0	15.3134	0	1.50462	0	0	0	0	0	0	-12.0875	0	0	0	4.86183	0	0	0	0	0	-10.6894	-14.5513
131564	0	15.8148	0	0	0	0	0	0	0	0	0	15.0182	0	1.20463	0	0	0	0	0	0	-12.4893	0	0	0	4.3881	0	0	0	0	0	-9.39586	-14.5405
131565	0	16.2899	0	0	0	0	0	0	0	0	0	15.2757	0	0.37388	0	0	0	0	0	0	-12.2626	0	0	0	4.81546	0	0	0	0	0	-10.3113	-14.1809
131566	0	16.7248	0	0	0	0	0	0	0	0	0	15.3091	0	-1.97359	0	0	0	0	0	0	-12.1753	0	0	0	5.07945	0	0	0	0	0	-9.16048	-13.8041
131567	0	16.8279	0	0	0	0	0	0	0	0	0	15.3069	0	-2.2904	0	0	0	0	0	0	-12.9376	0	0	0	4.8535	0	0	0	0	0	-8.22435	-13.5359
131568	0	16.1029	0	0	0	0	0	0	0	0	0	14.5895	0	-2.73916	0	0	0	0	0	0	-10.1684	0	0	0	3.94692	0	0	0	0	0	-7.51909	-14.2127
131569	0	16.1717	0	0	0	0	0	0	0	0	0	14.6828	0	-4.4641	0	0	0	0	0	0	-7.92611	0	0	0	3.94643	0	0	0	0	0	-8.2151	-14.1956
131570	0	17.3357	0	0	0	0	0	0	0	0	0	15.3909	0	-6.24748	0	0	0	0	0	0	-12.9414	0	0	0	5.36308	0	0	0	0	0	-5.85759	-13.0432
131571	0	17.0086	0	0	0	0	0	0	0	0	0	15.1572	0	-4.62044	0	0	0	0	0	0	-11.3714	0	0	0	5.33128	0	0	0	0	0	-8.01494	-13.4902
131572	0	17.9612	0	0	0	0	0	0	0	0	0	16.4906	0	-7.97158	0	0	0	0	0	0	-10.8803	0	0	0	5.91517	0	0	0	0	0	-8.7578	-12.7573
131573	0	18.3725	0	0	0	0	0	0	0	0	0	16.462	0	-6.62226	0	0	0	0	0	0	-9.89518	0	0	0	6.04403	0	0	0	0	0	-11.7133	-12.6478
131574	0	18.7298	0	0	0	0	0	0	0	0	0	16.8851	0	-11.0788	0	0	0	0	0	0	-7.68432	0	0	0	6.1878	0	0	0	0	0	-10.3127	-12.7269
131575	0	19.3011	0	0	0	0	0	0	0	0	0	17.4432	0	-13.0897	0	0	0	0	0	0	-8.08924	0	0	0	7.14668	0	0	0	0	0	-10.7445	-11.9675
131576	0	19.7188	0	0	0	0	0	0	0	0	0	17.7424	0	-14.1744	0	0	0	0	0	0	-7.85669	0	0	0	8.0382	0	0	0	0	0	-12.3818	-11.0864
131577	0	19.8306	0	0	0	0	0	0	0	0	0	17.9622	0	-14.4327	0	0	0	0	0	0	-7.48774	0	0	0	8.42237	0	0	0	0	0	-13.3961	-10.8986
