TOW	Sat1	Sat2	Sat3	Sat4	Sat5	Sat6	Sat7	Sat8	Sat9	Sat10	Sat11	Sat12	Sat13	Sat14	Sat15	Sat16	Sat17	Sat18	Sat19	Sat20	Sat21	Sat22	Sat23	Sat24	Sat25	Sat26	Sat27	Sat28	Sat29	Sat30	Sat31	Sat32
140396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44315	0	0	0	-3.62516	1.42114	0	0	0	0	-3.34894	0	0	3.90805	0	0.201759	0
140410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60542	0	0	0	-3.47124	1.23854	0	0	0	0	-3.96836	0	0	3.69453	0	0.901103	0
140411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72087	0	0	0	-3.23644	1.1849	0	0	0	0	-4.30645	0	0	3.54922	0	1.08789	0
140412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88113	0	0	0	-3.10832	0.86321	0	0	0	0	-3.9575	0	0	3.74698	0	0.574512	0
140413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.156	0	0	0	-2.82513	0.814429	0	0	0	0	-3.95107	0	0	3.99984	0	-0.194077	0
140414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60658	0	0	0	-2.70967	1.02982	0	0	0	0	-4.24352	0	0	3.95882	0	-0.642038	0
140415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10444	0	0	0	-2.82589	0.939341	0	0	0	0	-3.72094	0	0	4.00489	0	-0.501823	0
140416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99615	0	0	0	-2.82189	0.816368	0	0	0	0	-3.8986	0	0	3.9839	0	-0.0759262	0
140417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12178	0	0	0	-2.52603	0.684162	0	0	0	0	-4.48274	0	0	4.07616	0	0.126666	0
140418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16432	0	0	0	-2.66539	0.757937	0	0	0	0	-4.02788	0	0	3.97338	0	-0.202357	0
140419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31428	0	0	0	-2.58702	0.853003	0	0	0	0	-4.23689	0	0	4.17142	0	-0.514788	0
140420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40445	0	0	0	-2.37962	0.758497	0	0	0	0	-4.483	0	0	4.1017	0	-0.402023	0
140421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34032	0	0	0	-2.71354	0.615469	0	0	0	0	-3.87479	0	0	4.28916	0	-0.656616	0
140422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31675	0	0	0	-2.53012	0.391919	0	0	0	0	-4.06711	0	0	4.2481	0	-0.359543	0
140423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23489	0	0	0	-2.25104	0.442663	0	0	0	0	-4.01586	0	0	4.09775	0	-0.508398	0
140424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21834	0	0	0	-2.09297	0.498668	0	0	0	0	-3.66723	0	0	4.04897	0	-1.00577	0
140425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06062	0	0	0	-2.04426	0.34471	0	0	0	0	-3.83846	0	0	4.08719	0	-0.609814	0
140426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00024	0	0	0	-2.03216	0.585722	0	0	0	0	-3.82862	0	0	3.81397	0	-0.539152	0
140427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14482	0	0	0	-2.08867	0.858152	0	0	0	0	-3.48649	0	0	3.63357	0	-1.06138	0
140428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40857	0	0	0	-1.74114	1.11982	0	0	0	0	-4.04957	0	0	3.46017	0	-1.19785	0
140429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58355	0	0	0	-1.9566	1.2762	0	0	0	0	-3.56197	0	0	2.99857	0	-1.33976	0
140430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45602	0	0	0	-1.77962	1.40145	0	0	0	0	-3.38916	0	0	2.55851	0	-1.2472	0
140431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31392	0	0	0	-1.84712	1.60898	0	0	0	0	-3.66202	0	0	2.24467	0	-0.65843	0
140432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30558	0	0	0	-2.15035	1.46254	0	0	0	0	-3.34226	0	0	2.1443	0	-0.419809	0
140433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51245	0	0	0	-2.02328	1.24422	0	0	0	0	-3.55249	0	0	2.44352	0	-0.624429	0
140434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39068	0	0	0	-2.04466	1.50953	0	0	0	0	-3.34459	0	0	2.72935	0	-1.24032	0
140435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39109	0	0	0	-1.99051	1.81929	0	0	0	0	-3.17517	0	0	2.87671	0	-1.92141	0
140436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49477	0	0	0	-1.83611	1.78814	0	0	0	0	-3.65643	0	0	2.61366	0	-1.40402	0
140437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13315	0	0	0	-2.15875	1.91194	0	0	0	0	-3.38508	0	0	2.7589	0	-1.26017	0
140438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41725	0	0	0	-2.24003	1.94057	0	0	0	0	-3.49246	0	0	2.75692	0	-1.38226	0
140439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36841	0	0	0	-2.25589	1.69807	0	0	0	0	-3.29947	0	0	2.60626	0	-1.11737	0
140440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1946	0	0	0	-2.46954	1.67158	0	0	0	0	-3.07804	0	0	2.71553	0	-1.03413	0
140441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31753	0	0	0	-2.41559	1.82037	0	0	0	0	-3.53199	0	0	2.68629	0	-0.876619	0
140442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02467	0	0	0	-2.44887	1.58022	0	0	0	0	-3.2013	0	0	2.85299	0	-0.807724	0
140443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10421	0	0	0	-2.453	1.60842	0	0	0	0	-3.44419	0	0	3.00913	0	-0.82456	0
140444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93666	0	0	0	-2.32329	1.52104	0	0	0	0	-3.35323	0	0	3.11979	0	-0.900974	0
140445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93213	0	0	0	-2.12949	1.56239	0	0	0	0	-3.47811	0	0	3.13261	0	-1.01954	0
140446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71109	0	0	0	-2.0941	1.59722	0	0	0	0	-3.43054	0	0	3.20902	0	-0.992685	0
140447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57892	0	0	0	-2.28688	1.59062	0	0	0	0	-3.17564	0	0	3.38389	0	-1.09091	0
140448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51529	0	0	0	-2.21341	1.81889	0	0	0	0	-3.63242	0	0	3.97713	0	-1.46548	0
140449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4693	0	0	0	-2.28227	1.84721	0	0	0	0	-3.06314	0	0	4.2224	0	-2.19349	0
140450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50495	0	0	0	-2.45565	1.92278	0	0	0	0	-2.70386	0	0	4.3407	0	-2.60893	0
140451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31107	0	0	0	-2.66955	1.88274	0	0	0	0	-2.69125	0	0	4.71886	0	-2.55187	0
140452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40098	0	0	0	-2.77706	1.86523	0	0	0	0	-2.31131	0	0	4.68356	0	-2.86141	0
140453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43444	0	0	0	-2.70838	1.91385	0	0	0	0	-2.45399	0	0	4.75832	0	-2.94424	0
140454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07552	0	0	0	-2.89538	1.80612	0	0	0	0	-2.41692	0	0	4.89514	0	-2.46448	0
140455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966995	0	0	0	-2.76508	1.81833	0	0	0	0	-2.82248	0	0	5.03874	0	-2.23649	0
140456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762781	0	0	0	-2.89042	1.73524	0	0	0	0	-2.48988	0	0	5.24438	0	-2.3621	0
140457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05038	0	0	0	-2.91947	1.66446	0	0	0	0	-2.98671	0	0	5.47133	0	-2.27999	0
140458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10853	0	0	0	-3.18958	1.51291	0	0	0	0	-2.77444	0	0	5.45202	0	-2.10945	0
140459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14955	0	0	0	-3.12196	1.44929	0	0	0	0	-3.01933	0	0	5.70413	0	-2.16169	0
140460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2389	0	0	0	-3.31426	1.1551	0	0	0	0	-3.02772	0	0	6.02261	0	-2.07463	0
140461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29807	0	0	0	-3.54834	1.26728	0	0	0	0	-3.44526	0	0	6.11079	0	-1.68253	0
140462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22962	0	0	0	-3.38066	1.05145	0	0	0	0	-3.58413	0	0	6.03702	0	-1.35331	0
140463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07139	0	0	0	-3.61972	1.12129	0	0	0	0	-3.45013	0	0	6.21427	0	-1.33711	0
140464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28874	0	0	0	-3.51223	1.14812	0	0	0	0	-3.56385	0	0	6.28773	0	-1.64851	0
140465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20692	0	0	0	-3.79399	1.321	0	0	0	0	-3.20402	0	0	6.23701	0	-1.76692	0
140466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.332	0	0	0	-3.76697	1.28218	0	0	0	0	-3.62704	0	0	6.47219	0	-1.69236	0
140467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.347	0	0	0	-3.62603	1.22943	0	0	0	0	-3.23913	0	0	6.07423	0	-1.7855	0
140468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36389	0	0	0	-3.52963	1.00424	0	0	0	0	-3.41158	0	0	6.14101	0	-1.56793	0
140469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18928	0	0	0	-3.53158	1.11991	0	0	0	0	-3.15116	0	0	5.5979	0	-1.22436	0
140470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08785	0	0	0	-3.56786	1.23036	0	0	0	0	-3.49326	0	0	5.3901	0	-0.647186	0
140471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65436	0	0	0	-3.72426	1.31086	0	0	0	0	-3.2847	0	0	5.1526	0	-1.10886	0
140472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02941	0	0	0	-3.58631	1.36575	0	0	0	0	-3.32382	0	0	4.88976	0	-1.37479	0
140473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28427	0	0	0	-3.34449	1.20454	0	0	0	0	-2.91989	0	0	4.6292	0	-1.85363	0
140474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50184	0	0	0	-3.36961	1.75644	0	0	0	0	-3.18534	0	0	4.68938	0	-2.3927	0
140475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50762	0	0	0	-3.4086	1.7214	0	0	0	0	-2.90738	0	0	4.56423	0	-2.47726	0
140476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53139	0	0	0	-3.3713	1.34663	0	0	0	0	-3.20865	0	0	4.60566	0	-1.90374	0
140477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48883	0	0	0	-3.91789	1.20216	0	0	0	0	-2.70765	0	0	4.11856	0	-1.18402	0
140478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26797	0	0	0	-3.94753	1.3418	0	0	0	0	-3.32245	0	0	4.16012	0	-0.499914	0
140479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25128	0	0	0	-4.02005	1.38016	0	0	0	0	-2.91685	0	0	3.16707	0	0.138385	0
140480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50711	0	0	0	-3.73555	1.62991	0	0	0	0	-3.05409	0	0	2.90916	0	-0.256539	0
140481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58904	0	0	0	-3.51426	1.65331	0	0	0	0	-2.78458	0	0	2.56476	0	-0.508271	0
140482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82865	0	0	0	-3.52194	1.90408	0	0	0	0	-2.93721	0	0	2.62246	0	-0.896038	0
140483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60645	0	0	0	-3.53172	1.88486	0	0	0	0	-2.91866	0	0	2.53259	0	-0.573523	0
140484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53614	0	0	0	-3.67154	1.84287	0	0	0	0	-3.05757	0	0	2.07117	0	0.278931	0
140485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45484	0	0	0	-3.64183	1.73739	0	0	0	0	-2.93223	0	0	1.84316	0	0.53867	0
140486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47311	0	0	0	-3.67233	2.18497	0	0	0	0	-3.04287	0	0	1.81946	0	0.237664	0
140487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53131	0	0	0	-3.43874	2.20986	0	0	0	0	-3.07392	0	0	1.6525	0	0.118981	0
140488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48551	0	0	0	-3.35547	2.57549	0	0	0	0	-2.78544	0	0	1.71311	0	-0.6332	0
140489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62801	0	0	0	-2.95573	2.72782	0	0	0	0	-2.90597	0	0	1.75259	0	-1.24673	0
140490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74797	0	0	0	-2.65101	2.6392	0	0	0	0	-2.25907	0	0	1.60372	0	-2.08081	0
140491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55455	0	0	0	-2.5751	2.83023	0	0	0	0	-2.54904	0	0	1.55151	0	-1.81216	0
140492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81413	0	0	0	-2.87774	2.95917	0	0	0	0	-2.44238	0	0	1.38509	0	-1.83826	0
140493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95813	0	0	0	-2.57445	2.87623	0	0	0	0	-2.72582	0	0	1.66141	0	-2.19551	0
140494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00693	0	0	0	-2.6744	2.62794	0	0	0	0	-2.38431	0	0	1.76389	0	-2.34005	0
140495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19903	0	0	0	-2.39813	2.54002	0	0	0	0	-2.47941	0	0	1.96589	0	-2.8274	0
140496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55188	0	0	0	-2.30404	2.5514	0	0	0	0	-2.49633	0	0	2.17145	0	-3.47436	0
140497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38349	0	0	0	-2.21032	2.41631	0	0	0	0	-2.56741	0	0	2.42272	0	-3.4448	0
140498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53875	0	0	0	-2.02244	2.1333	0	0	0	0	-2.74643	0	0	2.47393	0	-3.37712	0
140499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51017	0	0	0	-2.10828	2.06734	0	0	0	0	-2.54624	0	0	2.21893	0	-3.14192	0
140500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25558	0	0	0	-1.82945	1.87962	0	0	0	0	-2.66339	0	0	2.3659	0	-3.00826	0
140501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10656	0	0	0	-1.85775	1.91912	0	0	0	0	-2.57437	0	0	2.64434	0	-3.2379	0
140502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8697	0	0	0	-1.91542	2.02735	0	0	0	0	-2.65581	0	0	2.85212	0	-3.17794	0
140503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81987	0	0	0	-1.75377	2.38314	0	0	0	0	-2.47581	0	0	2.65331	0	-3.62674	0
140504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9498	0	0	0	-1.46731	2.56916	0	0	0	0	-2.22486	0	0	2.42454	0	-4.25133	0
140505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12573	0	0	0	-1.24215	2.20729	0	0	0	0	-2.53408	0	0	2.69512	0	-4.25192	0
140506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65837	0	0	0	-0.833971	2.23985	0	0	0	0	-2.44369	0	0	2.61	0	-4.23056	0
140507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50897	0	0	0	-0.695005	2.47633	0	0	0	0	-2.58917	0	0	2.60685	0	-4.30798	0
140508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46086	0	0	0	-0.692901	2.5779	0	0	0	0	-2.60261	0	0	2.60862	0	-4.35187	0
140509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56349	0	0	0	-0.830549	2.42822	0	0	0	0	-2.29496	0	0	2.5164	0	-4.3826	0
140510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69472	0	0	0	-0.697851	2.39374	0	0	0	0	-2.64342	0	0	2.40871	0	-4.1559	0
140511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64372	0	0	0	-0.523094	2.53406	0	0	0	0	-2.36685	0	0	2.25792	0	-4.54576	0
140512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60827	0	0	0	-0.248092	2.87245	0	0	0	0	-2.34067	0	0	2.27051	0	-5.16246	0
140513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43277	0	0	0	-0.377429	3.19223	0	0	0	0	-2.35402	0	0	2.11637	0	-5.00993	0
140514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3121	0	0	0	-0.515546	3.45268	0	0	0	0	-2.28182	0	0	2.02526	0	-4.99268	0
140515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59674	0	0	0	-0.678421	3.40221	0	0	0	0	-2.49781	0	0	2.10333	0	-4.92606	0
140516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86208	0	0	0	-0.863127	3.06118	0	0	0	0	-2.26615	0	0	2.25749	0	-5.05147	0
140517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8769	0	0	0	-0.873329	3.16685	0	0	0	0	-2.56842	0	0	2.57064	0	-5.17264	0
140518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64414	0	0	0	-0.941679	3.21607	0	0	0	0	-2.47684	0	0	2.70538	0	-5.14707	0
140519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86036	0	0	0	-0.895109	3.06777	0	0	0	0	-2.32442	0	0	2.51193	0	-5.22053	0
140520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91627	0	0	0	-1.2382	3.16838	0	0	0	0	-2.65065	0	0	2.93406	0	-5.12985	0
140521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56468	0	0	0	-1.21477	3.33176	0	0	0	0	-2.53358	0	0	2.88692	0	-5.03501	0
140522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50941	0	0	0	-1.37737	3.27578	0	0	0	0	-2.21168	0	0	2.83004	0	-5.02618	0
140523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29096	0	0	0	-1.18212	3.13424	0	0	0	0	-2.38006	0	0	3.02806	0	-4.89108	0
140524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95007	0	0	0	-1.57424	2.93038	0	0	0	0	-2.204	0	0	3.30358	0	-4.40579	0
140525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7005	0	0	0	-1.81642	2.87797	0	0	0	0	-2.09794	0	0	3.48643	0	-4.15055	0
140526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78657	0	0	0	-1.86502	3.02063	0	0	0	0	-2.46323	0	0	3.66387	0	-4.14283	0
140527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63972	0	0	0	-1.86108	2.98171	0	0	0	0	-2.60331	0	0	3.96531	0	-4.12235	0
140528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59732	0	0	0	-1.84239	2.92407	0	0	0	0	-2.75667	0	0	4.24823	0	-4.17057	0
140529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83098	0	0	0	-1.95144	2.84481	0	0	0	0	-2.83023	0	0	4.30904	0	-4.20317	0
140530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83757	0	0	0	-2.01952	2.8777	0	0	0	0	-2.97812	0	0	4.36877	0	-4.08638	0
140531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72325	0	0	0	-2.02772	2.8584	0	0	0	0	-2.97205	0	0	4.38523	0	-3.96711	0
140532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69162	0	0	0	-1.71134	2.70257	0	0	0	0	-3.25407	0	0	4.62307	0	-4.05186	0
140533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74125	0	0	0	-1.73494	2.76648	0	0	0	0	-3.52025	0	0	4.76675	0	-4.01929	0
140534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40098	0	0	0	-1.75822	2.65749	0	0	0	0	-3.39541	0	0	5.37464	0	-4.27949	0
140535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	0	0	-1.98183	2.67225	0	0	0	0	-3.36815	0	0	5.8709	0	-4.57946	0
140536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23477	0	0	0	-2.09165	2.59262	0	0	0	0	-3.26397	0	0	6.09845	0	-4.57022	0
140537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28525	0	0	0	-2.22872	2.4346	0	0	0	0	-3.40714	0	0	6.44847	0	-4.53245	0
140538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01859	0	0	0	-2.22289	2.39448	0	0	0	0	-3.55772	0	0	6.8555	0	-4.48797	0
140539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801272	0	0	0	-2.52783	2.32394	0	0	0	0	-3.80294	0	0	7.34573	0	-4.14017	0
140540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707466	0	0	0	-2.79888	2.13135	0	0	0	0	-4.00758	0	0	8.05437	0	-4.08673	0
140541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383819	0	0	0	-2.77864	2.10028	0	0	0	0	-4.09745	0	0	8.471	0	-4.07901	0
